131,1980.0
145,2000.0
192,2000.0
239,1990.0
320,2010.0
324,2010.0
394,1972.0
397,1988.0
400,2009.5
443,2000.0
445,1990.5
490,2010.0
637,2007.0
705,2006.0
797,2010.0
810,1998.0
846,2000.0
852,2007.0
874,2000.0
935,1998.0
1067,2006.0
1117,2002.0
1133,2001.0
1149,2008.0
1296,2000.0
1326,2000.0
1378,2011.0
1634,2007.0
1683,2007.0
1734,1990.0
1774,2000.0
1857,2005.0
1878,1980.0
1944,1986.0
2034,1987.0
2045,2000.0
2102,1998.0
2218,1978.0
2252,2010.0
2322,1975.0
2353,2000.0
2401,1989.0
2497,1997.0
2502,1981.0
2585,1998.0
2640,1991.0
2686,1988.0
2703,2007.0
2943,1996.0
3026,2012.0
3082,1990.0
3215,2004.0
3321,1980.0
3353,2000.5
3393,2003.0
3402,2000.0
3472,2000.0
3475,1993.0
3526,2003.5
3539,1993.0
3579,2000.0
3588,1970.0
3590,2000.0
3674,1983.0
3714,2000.0
3739,2000.0
3773,1982.0
3781,2002.0
3809,2002.0
3831,1990.0
3957,1983.0
3967,1980.0
3979,2000.0
3983,2007.0
4071,2004.0
4086,2009.0
4105,2010.0
4106,1990.0
4125,1996.5
4126,2000.0
4175,2008.0
4186,2012.0
4346,1991.5
4352,1990.0
4379,1990.0
4432,2000.0
4447,2000.0
4511,1972.0
4621,2000.0
4707,2000.0
4788,2000.0
4795,1972.0
4877,1997.0
4914,1991.0
4940,2008.0
4988,2000.0
5002,2006.0
5012,2009.0
5183,2000.0
5200,2006.0
5222,2006.0
5229,2000.0
5262,2010.0
5265,1966.0
5356,2000.0
5376,1997.0
5386,2001.0
5535,1990.0
5545,1994.0
5576,2004.0
5785,1993.0
5807,1998.0
5995,2000.0
6270,2005.5
6352,2008.0
6532,2004.0
6537,2006.0
6686,1978.0
6702,2005.0
6726,1990.0
6903,2004.0
6905,2007.0
6986,1991.0
7022,2000.0
7072,2006.0
7214,1986.0
7221,2000.0
7265,2000.0
7296,2010.0
7492,2001.0
7495,2004.0
7675,2000.0
7688,1990.5
7849,1976.0
7928,1983.0
7947,1979.5
7971,2000.0
8057,1986.0
8086,1993.5
8093,2000.0
8241,2000.0
8325,2009.0
8399,2010.0
8414,1981.0
8521,1989.0
8530,2000.0
8717,2000.0
8758,1986.0
8793,1972.0
8839,2000.0
8862,1990.0
8864,2002.0
8925,1988.0
8974,2004.0
9097,1991.0
9159,1990.0
9185,2007.0
9251,1996.5
9273,1991.0
9283,1989.0
9285,2002.5
9349,2006.0
9535,2005.0
9542,2006.0
9620,2004.5
9745,1973.0
9923,2010.0
9947,2008.5
9948,2000.0
10098,2000.0
10121,2008.0
10171,2007.0
10209,2009.0
10691,2010.0
10809,1986.0
10823,2000.0
10838,2000.0
10889,2010.0
10897,1980.0
10975,2012.0
10991,2000.0
11008,2004.0
11033,2000.0
11037,2000.0
11052,1980.0
11168,1973.0
11233,2008.0
11237,2004.0
11283,2007.0
11494,2007.0
11561,2002.0
11670,2007.0
11704,1986.0
11895,1989.0
11968,2010.0
12057,2006.0
12209,1982.0
12281,2000.0
12335,2006.0
12364,2000.0
12388,2010.0
12391,2000.0
12502,2006.0
12774,1993.0
12836,1999.5
12856,1991.0
12895,2003.0
12923,2000.0
12924,2002.0
12960,2010.0
12973,2007.0
13031,2010.0
13057,1988.0
13191,2005.0
13218,1984.0
13230,1983.0
13321,1984.0
13455,2000.0
13580,2008.5
13597,2010.0
13620,2012.0
13667,2006.0
13718,2004.0
13839,2009.0
13840,1982.0
13853,1986.0
13868,1988.0
13976,2004.0
13980,1966.0
14006,2009.0
14008,2007.0
14074,2010.0
14109,1988.0
14158,2005.0
14348,1982.0
14375,2004.0
14823,2003.0
14837,2000.0
14849,2000.0
14871,1982.0
14881,2005.0
14938,1998.0
14982,2000.0
15204,2009.5
15253,2004.0
15412,1983.0
15519,2011.0
15661,2000.0
15685,2000.0
15757,1983.0
15782,1972.0
15798,1983.0
15807,1972.0
15854,2006.0
15912,2000.0
16076,2000.0
16091,2000.0
16188,2010.0
16260,1999.0
16269,2000.5
16274,1997.0
16346,2006.0
16370,2008.5
16428,2004.0
16500,2006.0
16502,2006.0
16527,2010.0
16629,1975.5
16678,1967.0
16691,2007.0
16750,2010.0
16842,2009.0
16864,1985.0
16868,2000.0
16884,2009.0
16920,2006.0
16991,2000.0
17029,1987.0
17073,1991.0
17158,2000.0
17162,1984.0
17223,1998.0
17281,2000.0
17553,1990.0
17554,2009.0
17602,2000.0
17690,2010.0
17701,2009.0
17818,2006.0
17864,2000.0
17910,1997.0
17958,2012.0
18131,2005.0
18173,2006.0
18255,1973.0
18257,2006.0
18269,1986.0
18327,2000.0
18375,2000.0
18416,1968.0
18465,2010.0
18515,1984.0
18569,1972.0
18579,2006.0
18581,2008.0
18591,2006.0
18624,2000.0
19008,2000.0
19037,2000.0
19117,1970.0
19119,2005.0
19215,2004.0
19247,2000.0
19275,2007.0
19280,1996.0
19342,2006.0
19343,2000.0
19354,1996.0
19380,1991.0
19469,1993.5
19550,2006.0
19585,2000.0
19611,2008.0
19645,2000.0
