3,50.0
10,50.0
13,10.0
15,200.0
17,500.0
18,500.0
22,500.0
24,250.0
25,6.0
28,10000.0
29,15.0
32,6.0
33,1000.0
35,500.0
39,500.0
43,50.0
57,50.0
58,20.0
60,2500.0
61,1000.0
63,10.0
64,30.0
65,100.0
66,200.0
68,500.0
69,250.0
73,38.0
77,30.0
78,100.0
80,1200.0
81,200.0
82,200.0
84,50.0
91,25.0
93,20.0
98,2000.0
100,30.0
101,50.0
102,20.0
110,10.0
111,10.0
116,500.0
117,300.0
118,200.0
123,20.0
134,100.0
135,3000.0
143,300.0
144,200.0
148,50.0
150,200.0
152,50.0
153,350.0
154,250.0
159,50.0
165,50.0
170,200.0
171,200.0
176,20.0
179,200.0
181,15000.0
182,6000.0
184,500.0
185,2000.0
190,50.0
191,1200.0
197,8250.0
201,50.0
207,200.0
210,500.0
212,500.0
216,20.0
220,30.0
221,500.0
222,10.0
224,50.0
225,200.0
226,300.0
227,500.0
231,100.0
232,50.0
234,2500.0
239,35.0
243,30.0
247,25.0
249,25.0
252,10000.0
257,500.0
259,25.0
261,50.0
265,100.0
267,25.0
274,500.0
275,500.0
276,1000.0
277,20.0
278,300.0
279,2000.0
281,20.0
283,200.0
286,5.0
289,500.0
290,500.0
291,500.0
292,6000.0
294,20.0
296,100.0
297,200.0
299,50.0
309,5000.0
310,500.0
314,35.0
315,1000.0
317,40.0
318,1000.0
320,50.0
325,2500.0
330,50.0
331,500.0
339,20.0
344,20.0
345,6.0
347,6000.0
353,750.0
354,1000.0
356,20.0
366,20.0
367,50.0
369,500.0
373,1500.0
374,500.0
381,20.0
383,500.0
384,1000.0
385,1000.0
393,50.0
394,6.0
395,500.0
402,1000.0
408,500.0
412,500.0
414,500.0
415,1000.0
419,300.0
421,20.0
422,100.0
424,30.0
425,5.0
426,10.0
428,50.0
435,25.0
436,500.0
438,10.0
440,20.0
441,20.0
444,200.0
449,250.0
450,50.0
453,20.0
455,30.0
456,500.0
458,50.0
461,30.0
464,5750.0
466,5000.0
467,500.0
469,40.0
471,3000.0
477,50.0
478,3000.0
479,50.0
482,500.0
485,30.0
486,20.0
498,275.0
501,5000.0
503,50.0
504,10000.0
505,1000.0
506,500.0
507,20.0
508,20.0
509,50.0
515,150.0
516,100.0
517,200.0
519,200.0
523,50.0
526,50.0
527,1000.0
532,50.0
536,6500.0
537,500.0
539,500.0
540,50.0
544,100.0
545,10000.0
548,500.0
549,1000.0
551,1000.0
556,1200.0
561,20.0
563,10000.0
565,10.0
566,10000.0
568,500.0
575,2000.0
576,20.0
578,50.0
582,50.0
585,1000.0
586,500.0
587,4500.0
590,400.0
592,100.0
599,50.0
605,200.0
606,50.0
608,30.0
611,30.0
615,50.0
616,500.0
618,200.0
623,250.0
624,30.0
625,40.0
629,2500.0
632,50.0
635,6.0
636,75.0
637,35.0
639,13.0
642,20.0
645,1000.0
646,50.0
655,50.0
658,2000.0
660,50.0
662,50.0
663,1000.0
664,10.0
669,3000.0
672,1000.0
673,1000.0
674,20.0
675,200.0
677,10.0
679,2400.0
681,50.0
688,500.0
689,30.0
694,1200.0
695,100.0
696,20.0
698,200.0
699,250.0
701,200.0
703,20.0
705,500.0
710,50.0
711,200.0
716,20.0
718,25.0
721,500.0
731,500.0
749,5.0
750,50.0
752,20.0
756,265.0
757,5000.0
758,50.0
761,50.0
762,500.0
764,200.0
766,50.0
767,500.0
769,50.0
770,50.0
772,500.0
777,50.0
783,5.0
784,30.0
788,500.0
789,20.0
790,20.0
792,500.0
794,300.0
797,100.0
800,30.0
805,30.0
806,20.0
807,500.0
811,50.0
814,200.0
818,40.0
820,1000.0
823,1500.0
826,2000.0
831,1000.0
834,20.0
835,6.0
837,200.0
846,2400.0
850,25.0
851,500.0
852,50.0
853,50.0
856,400.0
858,2000.0
860,40.0
862,50.0
863,500.0
868,500.0
870,500.0
874,1200.0
875,1000.0
882,20.0
889,500.0
890,1000.0
891,1000.0
894,20.0
896,200.0
899,50.0
905,20.0
907,500.0
910,200.0
912,300.0
914,100.0
919,200.0
922,100.0
925,1200.0
931,30.0
932,200.0
935,500.0
940,300.0
942,10000.0
947,1000.0
948,20.0
949,20.0
951,5000.0
957,13.5
958,200.0
963,200.0
975,500.0
979,265.0
982,50.0
983,100.0
987,275.0
989,10.0
990,500.0
991,10.0
1002,1100.0
1004,200.0
1009,1000.0
1010,250.0
1016,500.0
1018,100.0
1020,50.0
1022,20.0
1023,10000.0
1026,30.0
1031,200.0
1033,600.0
1034,6.0
1035,6.0
1037,20.0
1041,500.0
1042,50.0
1043,3500.0
1044,50.0
1047,500.0
1048,1000.0
1056,500.0
1059,6.0
1060,20.0
1062,500.0
1065,50.0
1069,50.0
1072,300.0
1074,2500.0
1075,6000.0
1080,500.0
1081,2000.0
1085,50.0
1087,100.0
1088,500.0
1089,25.0
1092,500.0
1096,500.0
1098,500.0
1103,10000.0
1115,500.0
1116,50.0
1117,250.0
1130,20.0
1132,10.0
1133,1000.0
1135,30.0
1137,10000.0
1138,250.0
1139,30.0
1144,500.0
1148,100.0
1155,1000.0
1164,2000.0
1165,2400.0
1170,50.0
1172,100.0
1174,10000.0
1176,500.0
1177,1500.0
1179,4000.0
1180,20.0
1182,50.0
1189,20.0
1193,5750.0
1195,50.0
1196,50.0
1198,50.0
1204,100.0
1205,50.0
1207,10000.0
1209,500.0
1211,1000.0
1213,300.0
1214,200.0
1216,500.0
1220,150.0
1221,1000.0
1225,50.0
1230,1000.0
1231,6.0
1233,500.0
1234,10.0
1235,50.0
1237,50.0
1238,200.0
1239,500.0
1245,100.0
1246,10000.0
1249,500.0
1253,5250.0
1254,1000.0
1257,250.0
1261,6.0
1262,500.0
1266,50.0
1272,100.0
1274,20.0
1275,3000.0
1277,550.0
1280,200.0
1282,6.0
1285,1000.0
1286,100.0
1287,30.0
1289,10.0
1291,200.0
1293,750.0
1294,1000.0
1297,1000.0
1300,150.0
1301,500.0
1302,30.0
1304,500.0
1305,50.0
1306,1000.0
1307,50.0
1308,1000.0
1312,10.0
1313,110.0
1318,8500.0
1324,100.0
1325,50.0
1330,200.0
1336,200.0
1338,30.0
1339,200.0
1343,30.0
1345,500.0
1347,100.0
1353,200.0
1356,20.0
1359,500.0
